TrackKey,TrackAltKey,TrackName,AlbumTitle,MediaType,Genre,Composer,Artist,Milliseconds,Bytes,UnitPrice
870,870,Amar É Tudo,Djavan Ao Vivo - Vol. 1,MPEG audio file,Latin,Djavan,Djavan,211617,7073899,0.99
871,871,Azul,Djavan Ao Vivo - Vol. 1,MPEG audio file,Latin,Djavan,Djavan,253962,8381029,0.99
872,872,Seduzir,Djavan Ao Vivo - Vol. 1,MPEG audio file,Latin,Djavan,Djavan,277524,9163253,0.99
873,873,A Carta,Djavan Ao Vivo - Vol. 1,MPEG audio file,Latin,"Djavan - Gabriel, O Pensador",Djavan,347297,11493463,0.99
874,874,Sina,Djavan Ao Vivo - Vol. 1,MPEG audio file,Latin,Djavan,Djavan,268173,8906539,0.99
875,875,Acelerou,Djavan Ao Vivo - Vol. 1,MPEG audio file,Latin,Djavan,Djavan,284133,9391439,0.99
876,876,Um Amor Puro,Djavan Ao Vivo - Vol. 1,MPEG audio file,Latin,Djavan,Djavan,327105,10664698,0.99
877,877,O Bêbado e a Equilibrista,Elis Regina-Minha História,MPEG audio file,Latin,,Elis Regina,223059,7306143,0.99
878,878,O Mestre-Sala dos Mares,Elis Regina-Minha História,MPEG audio file,Latin,,Elis Regina,186226,6180414,0.99
879,879,Atrás da Porta,Elis Regina-Minha História,MPEG audio file,Latin,,Elis Regina,166608,5432518,0.99
880,880,"Dois Pra Lá, Dois Pra Cá",Elis Regina-Minha História,MPEG audio file,Latin,,Elis Regina,263026,8684639,0.99
881,881,Casa no Campo,Elis Regina-Minha História,MPEG audio file,Latin,,Elis Regina,170788,5531841,0.99
882,882,Romaria,Elis Regina-Minha História,MPEG audio file,Latin,,Elis Regina,242834,7968525,0.99
883,883,"Alô, Alô, Marciano",Elis Regina-Minha História,MPEG audio file,Latin,,Elis Regina,241397,8137254,0.99
884,884,Me Deixas Louca,Elis Regina-Minha História,MPEG audio file,Latin,,Elis Regina,214831,6888030,0.99
885,885,Fascinação,Elis Regina-Minha História,MPEG audio file,Latin,,Elis Regina,180793,5793959,0.99
886,886,Saudosa Maloca,Elis Regina-Minha História,MPEG audio file,Latin,,Elis Regina,278125,9059416,0.99
887,887,As Aparências Enganam,Elis Regina-Minha História,MPEG audio file,Latin,,Elis Regina,247379,8014346,0.99
888,888,Madalena,Elis Regina-Minha História,MPEG audio file,Latin,,Elis Regina,157387,5243721,0.99
889,889,Maria Rosa,Elis Regina-Minha História,MPEG audio file,Latin,,Elis Regina,232803,7592504,0.99
890,890,Aprendendo A Jogar,Elis Regina-Minha História,MPEG audio file,Latin,,Elis Regina,290664,9391041,0.99
891,891,Layla,The Cream Of Clapton,MPEG audio file,Blues,Clapton/Gordon,Eric Clapton,430733,14115792,0.99
892,892,Badge,The Cream Of Clapton,MPEG audio file,Blues,Clapton/Harrison,Eric Clapton,163552,5322942,0.99
893,893,I Feel Free,The Cream Of Clapton,MPEG audio file,Blues,Bruce/Clapton,Eric Clapton,174576,5725684,0.99
894,894,Sunshine Of Your Love,The Cream Of Clapton,MPEG audio file,Blues,Bruce/Clapton,Eric Clapton,252891,8225889,0.99
895,895,Crossroads,The Cream Of Clapton,MPEG audio file,Blues,Clapton/Robert Johnson Arr: Eric Clapton,Eric Clapton,253335,8273540,0.99
896,896,Strange Brew,The Cream Of Clapton,MPEG audio file,Blues,Clapton/Collins/Pappalardi,Eric Clapton,167810,5489787,0.99
897,897,White Room,The Cream Of Clapton,MPEG audio file,Blues,Bruce/Clapton,Eric Clapton,301583,9872606,0.99
898,898,Bell Bottom Blues,The Cream Of Clapton,MPEG audio file,Blues,Clapton,Eric Clapton,304744,9946681,0.99
899,899,Cocaine,The Cream Of Clapton,MPEG audio file,Blues,Cale/Clapton,Eric Clapton,215928,7138399,0.99
900,900,I Shot The Sheriff,The Cream Of Clapton,MPEG audio file,Blues,Marley,Eric Clapton,263862,8738973,0.99
901,901,After Midnight,The Cream Of Clapton,MPEG audio file,Blues,Clapton/J. J. Cale,Eric Clapton,191320,6460941,0.99
902,902,Swing Low Sweet Chariot,The Cream Of Clapton,MPEG audio file,Blues,Clapton/Trad. Arr. Clapton,Eric Clapton,208143,6896288,0.99
903,903,Lay Down Sally,The Cream Of Clapton,MPEG audio file,Blues,Clapton/Levy,Eric Clapton,231732,7774207,0.99
904,904,Knockin On Heavens Door,The Cream Of Clapton,MPEG audio file,Blues,Clapton/Dylan,Eric Clapton,264411,8758819,0.99
905,905,Wonderful Tonight,The Cream Of Clapton,MPEG audio file,Blues,Clapton,Eric Clapton,221387,7326923,0.99
906,906,Let It Grow,The Cream Of Clapton,MPEG audio file,Blues,Clapton,Eric Clapton,297064,9742568,0.99
907,907,Promises,The Cream Of Clapton,MPEG audio file,Blues,Clapton/F.eldman/Linn,Eric Clapton,180401,6006154,0.99
908,908,I Can't Stand It,The Cream Of Clapton,MPEG audio file,Blues,Clapton,Eric Clapton,249730,8271980,0.99
909,909,Signe,Unplugged,MPEG audio file,Blues,Eric Clapton,Eric Clapton,193515,6475042,0.99
910,910,Before You Accuse Me,Unplugged,MPEG audio file,Blues,Eugene McDaniel,Eric Clapton,224339,7456807,0.99
911,911,Hey Hey,Unplugged,MPEG audio file,Blues,Big Bill Broonzy,Eric Clapton,196466,6543487,0.99
912,912,Tears In Heaven,Unplugged,MPEG audio file,Blues,"Eric Clapton, Will Jennings",Eric Clapton,274729,9032835,0.99
913,913,Lonely Stranger,Unplugged,MPEG audio file,Blues,Eric Clapton,Eric Clapton,328724,10894406,0.99
914,914,Nobody Knows You When You're Down & Out,Unplugged,MPEG audio file,Blues,Jimmy Cox,Eric Clapton,231836,7669922,0.99
915,915,Layla,Unplugged,MPEG audio file,Blues,"Eric Clapton, Jim Gordon",Eric Clapton,285387,9490542,0.99
916,916,Running On Faith,Unplugged,MPEG audio file,Blues,Jerry Lynn Williams,Eric Clapton,378984,12536275,0.99
917,917,Walkin' Blues,Unplugged,MPEG audio file,Blues,Robert Johnson,Eric Clapton,226429,7435192,0.99
918,918,Alberta,Unplugged,MPEG audio file,Blues,Traditional,Eric Clapton,222406,7412975,0.99
919,919,San Francisco Bay Blues,Unplugged,MPEG audio file,Blues,Jesse Fuller,Eric Clapton,203363,6724021,0.99
920,920,Malted Milk,Unplugged,MPEG audio file,Blues,Robert Johnson,Eric Clapton,216528,7096781,0.99
921,921,Old Love,Unplugged,MPEG audio file,Blues,"Eric Clapton, Robert Cray",Eric Clapton,472920,15780747,0.99
922,922,Rollin' And Tumblin',Unplugged,MPEG audio file,Blues,McKinley Morgenfield (Muddy Waters),Eric Clapton,251768,8407355,0.99
923,923,Collision,Album Of The Year,MPEG audio file,Alternative & Punk,Jon Hudson/Mike Patton,Faith No More,204303,6656596,0.99
924,924,Stripsearch,Album Of The Year,MPEG audio file,Alternative & Punk,Jon Hudson/Mike Bordin/Mike Patton,Faith No More,270106,8861119,0.99
925,925,Last Cup Of Sorrow,Album Of The Year,MPEG audio file,Alternative & Punk,Bill Gould/Mike Patton,Faith No More,251663,8221247,0.99
926,926,Naked In Front Of The Computer,Album Of The Year,MPEG audio file,Alternative & Punk,Mike Patton,Faith No More,128757,4225077,0.99
927,927,Helpless,Album Of The Year,MPEG audio file,Alternative & Punk,Bill Gould/Mike Bordin/Mike Patton,Faith No More,326217,10753135,0.99
928,928,Mouth To Mouth,Album Of The Year,MPEG audio file,Alternative & Punk,Bill Gould/Jon Hudson/Mike Bordin/Mike Patton,Faith No More,228493,7505887,0.99
929,929,Ashes To Ashes,Album Of The Year,MPEG audio file,Alternative & Punk,Bill Gould/Jon Hudson/Mike Bordin/Mike Patton/Roddy Bottum,Faith No More,217391,7093746,0.99
930,930,She Loves Me Not,Album Of The Year,MPEG audio file,Alternative & Punk,Bill Gould/Mike Bordin/Mike Patton,Faith No More,209867,6887544,0.99
931,931,Got That Feeling,Album Of The Year,MPEG audio file,Alternative & Punk,Mike Patton,Faith No More,140852,4643227,0.99
932,932,Paths Of Glory,Album Of The Year,MPEG audio file,Alternative & Punk,Bill Gould/Jon Hudson/Mike Bordin/Mike Patton/Roddy Bottum,Faith No More,257253,8436300,0.99
933,933,Home Sick Home,Album Of The Year,MPEG audio file,Alternative & Punk,Mike Patton,Faith No More,119040,3898976,0.99
934,934,Pristina,Album Of The Year,MPEG audio file,Alternative & Punk,Bill Gould/Mike Patton,Faith No More,232698,7497361,0.99
935,935,Land Of Sunshine,Angel Dust,MPEG audio file,Alternative & Punk,,Faith No More,223921,7353567,0.99
936,936,Caffeine,Angel Dust,MPEG audio file,Alternative & Punk,,Faith No More,267937,8747367,0.99
937,937,Midlife Crisis,Angel Dust,MPEG audio file,Alternative & Punk,,Faith No More,263235,8628841,0.99
938,938,RV,Angel Dust,MPEG audio file,Alternative & Punk,,Faith No More,223242,7288162,0.99
939,939,Smaller And Smaller,Angel Dust,MPEG audio file,Alternative & Punk,,Faith No More,310831,10180103,0.99
940,940,Everything's Ruined,Angel Dust,MPEG audio file,Alternative & Punk,,Faith No More,273658,9010917,0.99
941,941,Malpractice,Angel Dust,MPEG audio file,Alternative & Punk,,Faith No More,241371,7900683,0.99
942,942,Kindergarten,Angel Dust,MPEG audio file,Alternative & Punk,,Faith No More,270680,8853647,0.99
943,943,Be Aggressive,Angel Dust,MPEG audio file,Alternative & Punk,,Faith No More,222432,7298027,0.99
944,944,A Small Victory,Angel Dust,MPEG audio file,Alternative & Punk,,Faith No More,297168,9733572,0.99
945,945,Crack Hitler,Angel Dust,MPEG audio file,Alternative & Punk,,Faith No More,279144,9162435,0.99
946,946,Jizzlobber,Angel Dust,MPEG audio file,Alternative & Punk,,Faith No More,398341,12926140,0.99
947,947,Midnight Cowboy,Angel Dust,MPEG audio file,Alternative & Punk,,Faith No More,251924,8242626,0.99
948,948,Easy,Angel Dust,MPEG audio file,Alternative & Punk,,Faith No More,185835,6073008,0.99
949,949,Get Out,King For A Day Fool For A Lifetime,MPEG audio file,Rock,"Mike Bordin, Billy Gould, Mike Patton",Faith No More,137482,4524972,0.99
950,950,Ricochet,King For A Day Fool For A Lifetime,MPEG audio file,Rock,"Mike Bordin, Billy Gould, Mike Patton",Faith No More,269400,8808812,0.99
951,951,Evidence,King For A Day Fool For A Lifetime,MPEG audio file,Rock,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance",Faith No More,293590,9626136,0.99
952,952,The Gentle Art Of Making Enemies,King For A Day Fool For A Lifetime,MPEG audio file,Rock,"Mike Bordin, Billy Gould, Mike Patton",Faith No More,209319,6908609,0.99
953,953,Star A.D.,King For A Day Fool For A Lifetime,MPEG audio file,Rock,"Mike Bordin, Billy Gould, Mike Patton",Faith No More,203807,6747658,0.99
954,954,Cuckoo For Caca,King For A Day Fool For A Lifetime,MPEG audio file,Rock,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance",Faith No More,222902,7388369,0.99
955,955,Caralho Voador,King For A Day Fool For A Lifetime,MPEG audio file,Rock,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance",Faith No More,242102,8029054,0.99
956,956,Ugly In The Morning,King For A Day Fool For A Lifetime,MPEG audio file,Rock,"Mike Bordin, Billy Gould, Mike Patton",Faith No More,186435,6224997,0.99
957,957,Digging The Grave,King For A Day Fool For A Lifetime,MPEG audio file,Rock,"Mike Bordin, Billy Gould, Mike Patton",Faith No More,185129,6109259,0.99
958,958,Take This Bottle,King For A Day Fool For A Lifetime,MPEG audio file,Rock,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance",Faith No More,298997,9779971,0.99
959,959,King For A Day,King For A Day Fool For A Lifetime,MPEG audio file,Rock,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance",Faith No More,395859,13163733,0.99
960,960,What A Day,King For A Day Fool For A Lifetime,MPEG audio file,Rock,"Mike Bordin, Billy Gould, Mike Patton",Faith No More,158275,5203430,0.99
961,961,The Last To Know,King For A Day Fool For A Lifetime,MPEG audio file,Rock,"Mike Bordin, Billy Gould, Mike Patton",Faith No More,267833,8736776,0.99
962,962,Just A Man,King For A Day Fool For A Lifetime,MPEG audio file,Rock,"Mike Bordin, Billy Gould, Mike Patton",Faith No More,336666,11031254,0.99
963,963,Absolute Zero,King For A Day Fool For A Lifetime,MPEG audio file,Rock,"Mike Bordin, Billy Gould, Mike Patton",Faith No More,181995,5929427,0.99
964,964,From Out Of Nowhere,The Real Thing,MPEG audio file,Alternative & Punk,Faith No More,Faith No More,202527,6587802,0.99
965,965,Epic,The Real Thing,MPEG audio file,Alternative & Punk,Faith No More,Faith No More,294008,9631296,0.99
966,966,Falling To Pieces,The Real Thing,MPEG audio file,Alternative & Punk,Faith No More,Faith No More,316055,10333123,0.99
967,967,Surprise! You're Dead!,The Real Thing,MPEG audio file,Alternative & Punk,Faith No More,Faith No More,147226,4823036,0.99
968,968,Zombie Eaters,The Real Thing,MPEG audio file,Alternative & Punk,Faith No More,Faith No More,360881,11835367,0.99
969,969,The Real Thing,The Real Thing,MPEG audio file,Alternative & Punk,Faith No More,Faith No More,493635,16233080,0.99
970,970,Underwater Love,The Real Thing,MPEG audio file,Alternative & Punk,Faith No More,Faith No More,231993,7634387,0.99
971,971,The Morning After,The Real Thing,MPEG audio file,Alternative & Punk,Faith No More,Faith No More,223764,7355898,0.99
972,972,Woodpecker From Mars,The Real Thing,MPEG audio file,Alternative & Punk,Faith No More,Faith No More,340532,11174250,0.99
973,973,War Pigs,The Real Thing,MPEG audio file,Alternative & Punk,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",Faith No More,464770,15267802,0.99
974,974,Edge Of The World,The Real Thing,MPEG audio file,Alternative & Punk,Faith No More,Faith No More,250357,8235607,0.99
975,975,Deixa Entrar,Deixa Entrar,MPEG audio file,Latin,,Falamansa,33619,1095012,0.99
976,976,Falamansa Song,Deixa Entrar,MPEG audio file,Latin,,Falamansa,237165,7921313,0.99
977,977,Xote Dos Milagres,Deixa Entrar,MPEG audio file,Latin,,Falamansa,269557,8897778,0.99
978,978,Rindo À Toa,Deixa Entrar,MPEG audio file,Latin,,Falamansa,222066,7365321,0.99
979,979,Confidência,Deixa Entrar,MPEG audio file,Latin,,Falamansa,222197,7460829,0.99
980,980,Forró De Tóquio,Deixa Entrar,MPEG audio file,Latin,,Falamansa,169273,5588756,0.99
981,981,Zeca Violeiro,Deixa Entrar,MPEG audio file,Latin,,Falamansa,143673,4781949,0.99
982,982,Avisa,Deixa Entrar,MPEG audio file,Latin,,Falamansa,355030,11844320,0.99
983,983,Principiando/Decolagem,Deixa Entrar,MPEG audio file,Latin,,Falamansa,116767,3923789,0.99
984,984,Asas,Deixa Entrar,MPEG audio file,Latin,,Falamansa,231915,7711669,0.99
985,985,Medo De Escuro,Deixa Entrar,MPEG audio file,Latin,,Falamansa,213760,7056323,0.99
986,986,Oração,Deixa Entrar,MPEG audio file,Latin,,Falamansa,271072,9003882,0.99
987,987,Minha Gata,Deixa Entrar,MPEG audio file,Latin,,Falamansa,181838,6039502,0.99
988,988,Desaforo,Deixa Entrar,MPEG audio file,Latin,,Falamansa,174524,5853561,0.99
989,989,In Your Honor,In Your Honor [Disc 1],MPEG audio file,Rock,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",Foo Fighters,230191,7468463,0.99
990,990,No Way Back,In Your Honor [Disc 1],MPEG audio file,Rock,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",Foo Fighters,196675,6421400,0.99
991,991,Best Of You,In Your Honor [Disc 1],MPEG audio file,Rock,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",Foo Fighters,255712,8363467,0.99
992,992,DOA,In Your Honor [Disc 1],MPEG audio file,Rock,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",Foo Fighters,252186,8232342,0.99
993,993,Hell,In Your Honor [Disc 1],MPEG audio file,Rock,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",Foo Fighters,117080,3819255,0.99
994,994,The Last Song,In Your Honor [Disc 1],MPEG audio file,Rock,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",Foo Fighters,199523,6496742,0.99
995,995,Free Me,In Your Honor [Disc 1],MPEG audio file,Rock,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",Foo Fighters,278700,9109340,0.99
996,996,Resolve,In Your Honor [Disc 1],MPEG audio file,Rock,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",Foo Fighters,288731,9416186,0.99
997,997,The Deepest Blues Are Black,In Your Honor [Disc 1],MPEG audio file,Rock,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",Foo Fighters,238419,7735473,0.99
998,998,End Over End,In Your Honor [Disc 1],MPEG audio file,Rock,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",Foo Fighters,352078,11395296,0.99
999,999,Still,In Your Honor [Disc 2],MPEG audio file,Rock,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",Foo Fighters,313182,10323157,0.99
1000,1000,What If I Do?,In Your Honor [Disc 2],MPEG audio file,Rock,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",Foo Fighters,302994,9929799,0.99
1001,1001,Miracle,In Your Honor [Disc 2],MPEG audio file,Rock,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",Foo Fighters,209684,6877994,0.99
1002,1002,Another Round,In Your Honor [Disc 2],MPEG audio file,Rock,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",Foo Fighters,265848,8752670,0.99
1003,1003,Friend Of A Friend,In Your Honor [Disc 2],MPEG audio file,Rock,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",Foo Fighters,193280,6355088,0.99
1004,1004,Over And Out,In Your Honor [Disc 2],MPEG audio file,Rock,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",Foo Fighters,316264,10428382,0.99
1005,1005,On The Mend,In Your Honor [Disc 2],MPEG audio file,Rock,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",Foo Fighters,271908,9071997,0.99
1006,1006,Virginia Moon,In Your Honor [Disc 2],MPEG audio file,Rock,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",Foo Fighters,229198,7494639,0.99
1007,1007,Cold Day In The Sun,In Your Honor [Disc 2],MPEG audio file,Rock,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",Foo Fighters,200724,6596617,0.99
1008,1008,Razor,In Your Honor [Disc 2],MPEG audio file,Rock,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",Foo Fighters,293276,9721373,0.99
1009,1009,All My Life,One By One,MPEG audio file,Alternative & Punk,Foo Fighters,Foo Fighters,263653,8665545,0.99
1010,1010,Low,One By One,MPEG audio file,Alternative & Punk,Foo Fighters,Foo Fighters,268120,8847196,0.99
1011,1011,Have It All,One By One,MPEG audio file,Alternative & Punk,Foo Fighters,Foo Fighters,298057,9729292,0.99
1012,1012,Times Like These,One By One,MPEG audio file,Alternative & Punk,Foo Fighters,Foo Fighters,266370,8624691,0.99
1013,1013,Disenchanted Lullaby,One By One,MPEG audio file,Alternative & Punk,Foo Fighters,Foo Fighters,273528,8919111,0.99
1014,1014,Tired Of You,One By One,MPEG audio file,Alternative & Punk,Foo Fighters,Foo Fighters,311353,10094743,0.99
1015,1015,Halo,One By One,MPEG audio file,Alternative & Punk,Foo Fighters,Foo Fighters,306442,10026371,0.99
1016,1016,Lonely As You,One By One,MPEG audio file,Alternative & Punk,Foo Fighters,Foo Fighters,277185,9022628,0.99
1017,1017,Overdrive,One By One,MPEG audio file,Alternative & Punk,Foo Fighters,Foo Fighters,270550,8793187,0.99
1018,1018,Burn Away,One By One,MPEG audio file,Alternative & Punk,Foo Fighters,Foo Fighters,298396,9678073,0.99
1019,1019,Come Back,One By One,MPEG audio file,Alternative & Punk,Foo Fighters,Foo Fighters,469968,15371980,0.99
1020,1020,Doll,The Colour And The Shape,MPEG audio file,Rock,"Dave, Taylor, Nate, Chris",Foo Fighters,83487,2702572,0.99
1021,1021,Monkey Wrench,The Colour And The Shape,MPEG audio file,Rock,"Dave, Taylor, Nate, Chris",Foo Fighters,231523,7527531,0.99
1022,1022,"Hey, Johnny Park!",The Colour And The Shape,MPEG audio file,Rock,"Dave, Taylor, Nate, Chris",Foo Fighters,248528,8079480,0.99
1023,1023,My Poor Brain,The Colour And The Shape,MPEG audio file,Rock,"Dave, Taylor, Nate, Chris",Foo Fighters,213446,6973746,0.99
1024,1024,Wind Up,The Colour And The Shape,MPEG audio file,Rock,"Dave, Taylor, Nate, Chris",Foo Fighters,152163,4950667,0.99
1025,1025,Up In Arms,The Colour And The Shape,MPEG audio file,Rock,"Dave, Taylor, Nate, Chris",Foo Fighters,135732,4406227,0.99
1026,1026,My Hero,The Colour And The Shape,MPEG audio file,Rock,"Dave, Taylor, Nate, Chris",Foo Fighters,260101,8472365,0.99
1027,1027,See You,The Colour And The Shape,MPEG audio file,Rock,"Dave, Taylor, Nate, Chris",Foo Fighters,146782,4888173,0.99
1028,1028,Enough Space,The Colour And The Shape,MPEG audio file,Rock,Dave Grohl,Foo Fighters,157387,5169280,0.99
1029,1029,February Stars,The Colour And The Shape,MPEG audio file,Rock,"Dave, Taylor, Nate, Chris",Foo Fighters,289306,9344875,0.99
1030,1030,Everlong,The Colour And The Shape,MPEG audio file,Rock,Dave Grohl,Foo Fighters,250749,8270816,0.99
1031,1031,Walking After You,The Colour And The Shape,MPEG audio file,Rock,Dave Grohl,Foo Fighters,303856,9898992,0.99
1032,1032,New Way Home,The Colour And The Shape,MPEG audio file,Rock,"Dave, Taylor, Nate, Chris",Foo Fighters,342230,11205664,0.99
1033,1033,My Way,My Way: The Best Of Frank Sinatra [Disc 1],MPEG audio file,Easy Listening,claude françois/gilles thibault/jacques revaux/paul anka,Frank Sinatra,275879,8928684,0.99
1034,1034,Strangers In The Night,My Way: The Best Of Frank Sinatra [Disc 1],MPEG audio file,Easy Listening,berthold kaempfert/charles singleton/eddie snyder,Frank Sinatra,155794,5055295,0.99
1035,1035,"New York, New York",My Way: The Best Of Frank Sinatra [Disc 1],MPEG audio file,Easy Listening,fred ebb/john kander,Frank Sinatra,206001,6707993,0.99
1036,1036,I Get A Kick Out Of You,My Way: The Best Of Frank Sinatra [Disc 1],MPEG audio file,Easy Listening,cole porter,Frank Sinatra,194429,6332441,0.99
1037,1037,Something Stupid,My Way: The Best Of Frank Sinatra [Disc 1],MPEG audio file,Easy Listening,carson c. parks,Frank Sinatra,158615,5210643,0.99
1038,1038,Moon River,My Way: The Best Of Frank Sinatra [Disc 1],MPEG audio file,Easy Listening,henry mancini/johnny mercer,Frank Sinatra,198922,6395808,0.99
1039,1039,What Now My Love,My Way: The Best Of Frank Sinatra [Disc 1],MPEG audio file,Easy Listening,carl sigman/gilbert becaud/pierre leroyer,Frank Sinatra,149995,4913383,0.99
1040,1040,Summer Love,My Way: The Best Of Frank Sinatra [Disc 1],MPEG audio file,Easy Listening,hans bradtke/heinz meier/johnny mercer,Frank Sinatra,174994,5693242,0.99
1041,1041,For Once In My Life,My Way: The Best Of Frank Sinatra [Disc 1],MPEG audio file,Easy Listening,orlando murden/ronald miller,Frank Sinatra,171154,5557537,0.99
1042,1042,Love And Marriage,My Way: The Best Of Frank Sinatra [Disc 1],MPEG audio file,Easy Listening,jimmy van heusen/sammy cahn,Frank Sinatra,89730,2930596,0.99
1043,1043,They Can't Take That Away From Me,My Way: The Best Of Frank Sinatra [Disc 1],MPEG audio file,Easy Listening,george gershwin/ira gershwin,Frank Sinatra,161227,5240043,0.99
1044,1044,My Kind Of Town,My Way: The Best Of Frank Sinatra [Disc 1],MPEG audio file,Easy Listening,jimmy van heusen/sammy cahn,Frank Sinatra,188499,6119915,0.99
1045,1045,Fly Me To The Moon,My Way: The Best Of Frank Sinatra [Disc 1],MPEG audio file,Easy Listening,bart howard,Frank Sinatra,149263,4856954,0.99
1046,1046,I've Got You Under My Skin,My Way: The Best Of Frank Sinatra [Disc 1],MPEG audio file,Easy Listening,cole porter,Frank Sinatra,210808,6883787,0.99
1047,1047,The Best Is Yet To Come,My Way: The Best Of Frank Sinatra [Disc 1],MPEG audio file,Easy Listening,carolyn leigh/cy coleman,Frank Sinatra,173583,5633730,0.99
1048,1048,It Was A Very Good Year,My Way: The Best Of Frank Sinatra [Disc 1],MPEG audio file,Easy Listening,ervin drake,Frank Sinatra,266605,8554066,0.99
1049,1049,Come Fly With Me,My Way: The Best Of Frank Sinatra [Disc 1],MPEG audio file,Easy Listening,jimmy van heusen/sammy cahn,Frank Sinatra,190458,6231029,0.99
1050,1050,That's Life,My Way: The Best Of Frank Sinatra [Disc 1],MPEG audio file,Easy Listening,dean kay thompson/kelly gordon,Frank Sinatra,187010,6095727,0.99
1051,1051,The Girl From Ipanema,My Way: The Best Of Frank Sinatra [Disc 1],MPEG audio file,Easy Listening,antonio carlos jobim/norman gimbel/vinicius de moraes,Frank Sinatra,193750,6410674,0.99
1052,1052,The Lady Is A Tramp,My Way: The Best Of Frank Sinatra [Disc 1],MPEG audio file,Easy Listening,lorenz hart/richard rodgers,Frank Sinatra,184111,5987372,0.99
1053,1053,"Bad, Bad Leroy Brown",My Way: The Best Of Frank Sinatra [Disc 1],MPEG audio file,Easy Listening,jim croce,Frank Sinatra,169900,5548581,0.99
1054,1054,Mack The Knife,My Way: The Best Of Frank Sinatra [Disc 1],MPEG audio file,Easy Listening,bert brecht/kurt weill/marc blitzstein,Frank Sinatra,292075,9541052,0.99
1055,1055,Loves Been Good To Me,My Way: The Best Of Frank Sinatra [Disc 1],MPEG audio file,Easy Listening,rod mckuen,Frank Sinatra,203964,6645365,0.99
1056,1056,L.A. Is My Lady,My Way: The Best Of Frank Sinatra [Disc 1],MPEG audio file,Easy Listening,alan bergman/marilyn bergman/peggy lipton jones/quincy jones,Frank Sinatra,193175,6378511,0.99
1057,1057,Entrando Na Sua (Intro),Roda De Funk,MPEG audio file,Latin,,Funk Como Le Gusta,179252,5840027,0.99
1058,1058,Nervosa,Roda De Funk,MPEG audio file,Latin,,Funk Como Le Gusta,229537,7680421,0.99
1059,1059,Funk De Bamba (Com Fernanda Abreu),Roda De Funk,MPEG audio file,Latin,,Funk Como Le Gusta,237191,7866165,0.99
1060,1060,Call Me At Cleo´s,Roda De Funk,MPEG audio file,Latin,,Funk Como Le Gusta,236617,7920510,0.99
1061,1061,Olhos Coloridos (Com Sandra De Sá),Roda De Funk,MPEG audio file,Latin,,Funk Como Le Gusta,321332,10567404,0.99
1062,1062,Zambação,Roda De Funk,MPEG audio file,Latin,,Funk Como Le Gusta,301113,10030604,0.99
1063,1063,Funk Hum,Roda De Funk,MPEG audio file,Latin,,Funk Como Le Gusta,244453,8084475,0.99
1064,1064,Forty Days (Com DJ Hum),Roda De Funk,MPEG audio file,Latin,,Funk Como Le Gusta,221727,7347172,0.99
1065,1065,Balada Da Paula,Roda De Funk,MPEG audio file,Latin,Emerson Villani,Funk Como Le Gusta,322821,10603717,0.99
1066,1066,Dujji,Roda De Funk,MPEG audio file,Latin,,Funk Como Le Gusta,324597,10833935,0.99
1067,1067,Meu Guarda-Chuva,Roda De Funk,MPEG audio file,Latin,,Funk Como Le Gusta,248528,8216625,0.99
1068,1068,Motéis,Roda De Funk,MPEG audio file,Latin,,Funk Como Le Gusta,213498,7041077,0.99
